nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
12882,1,4,2,4,5,3, , ,1,1,2,4,2, ,4,1,1,3,1,1,1,5,4,5,1,1,6,1,6,1,1,1,6,5,6,6,6,1,6,4,6,6,7,7,1,7,1,1,1,5,5,1,1,4,1,4,4,1,1,1,1,7,1,3,5,2,1,4,1,2,-9,-9,4,10,90,0,0,100,1,1,3,1,3,1,2,6,4,10,5,4,40,20,2,8,4,1,5,1,3,5,1,5,1,5,3,1,1,4,1,4,4,1,4,1,1,3,1,4,4,1,5,1,1,4,1,5,1,3,4,1,1,5,5,5,1,3,1,4,1,4,1,4,1,4,7,7,7,5,7,7,5,1,4,1,1,1,1,7,7,7,7,7,1,1,7,4, , , , , , ,1,2,3,2,2,2
12882,2,4,2,4,4,3, , ,1,1,2,4,2, ,2,1,1,3,1,1,1,5,5,5,1,1,5,1,6,1,1,1,6,6,6,6,6,1,6,1,6,6,6,7,1,7,1,1,1,6,6,4,4,4,4,4,4,4,4,4,4,7,1,3,5,2,1,4,1,1,-9,-9,4,10,0,0,0,0,1,1,3,1,3,1,2,6,4,9,5,4,40,20,3,8,4,1,4,1,4,4,1,4,1,4,4,1,1,4,1,4,4,1,4,1,1,5,1,5,5,1,4,1,1,4,1,5,1,5,5,1,1,5,1,5,1,1,4,4,1,4,1,4,1,4,6,6,5,1,5,5,5,1,1,1,5,1,5,6,6,6,6,6,6,1,6,6, , , , , , ,1,2,3,3,2,2
12883,1,3,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,1,1,6,6,6,5,7,4,2,7,6,7,5,2,2,7,2,5,5,5,4,4,6,2,2,6,2,2,6,2,2,3,7,5,5,6,6,6,7,7,5,6,2,2,6,2,5,3,3,1,4,2, ,-9,-9,4,60,100,100,0,99,1,1,1,2,3,1,1,11,4,7,5,4,38,20,3,1,4,4,3,1,3,3,4,4,2,4,4,1,2,3,2,5,4,3,2,1,4,5,3,4,4,3,4,2,3,3,1,5,1,1,4,1,1,4,3,4,1,2,2,4,1,4,2,4,1,5,7,5,6,1,7,4,4,2,3,2,4,4,4,6,6,7,6,6,2,2,6,1, , , , , , ,4,1,4,2,3,3
12887,1,3,2,3,4,2, , ,-7,2,2,3,1,4,4,1,1,2,1,1,1,3,6,4,2,2,5,1,6,3,1,1,6,6,3,3,3,5,3,4,4,5,6,4,2,5,3,3,3,3,3,5,5,5,5,5,4,4,6,5,5,5,3,3,1,1,1,4,1,2,-9,3,3,5,90,5,0,95,2, , , , , ,2,5,2,10,6,4,36,36,2,1,2,5,2,4,4,4,4,3,2,2,3,2,4,5,1,5,3,2,4,3,4,4,2,4,3,1,5,5,4,4,1,3,4,2,4,1,3,5,1,4,5,4,5,4,4,2,2,3,3,4,2,2,3,6,6,6,6,2,3,6,5,4,3,6,5,6,6,6,3,4,4,3, , , , , , ,1,4,4,2,3,2
12889,1,4,2,4,4,3, , ,2,2,2,4,2, ,2,2,1,3,1,2,4,4,6,6,1,2,5,2,6,5,1,4,6,4,2,4,4,4,4,4,4,5,4,4,1,4,1,1,-7,4,4,5,4,5,2,4,2,4,6,4,4,6,2,2,1,1,1,4,2, ,2,-9,4,30,95,70,0,100,1,1,3,1,3,1,1,12,2,-9,6,5,10,10,3,2,3,3,2,2,3,3,4,3,2,3,2,1,2,4,3,4,4,2,4,1,3,4,2,4,4,2,3,2,2,3,2,4,2,2,4,2,2,4,3,4,2,2,3,4,2,3,2,3,2,4,3,3,4,2,6,4,5,3,3,5,3,2,4, , , , , , , , , , , , , , , , , , , , , 
12891,2,3,2,3,2,2, , ,1,2,2,4,2, ,3,1,1,2,1,3,4,6,6,6,4,4,5,3,6,6,2,5,6,6,6,4,3,4,4,4,3,3,4,4,1,5,2,2,-9,5,3,3,3,4,3,5,5,4,4,3,3,6,5,2,3,2,1,4,1,2,-9,3,3,60,20,0,0,50,1,1,3,1,3,7,1,9,3,-9,5,4,40,20,1,9,2,4,3,4,3,4,2,3,3,2,2,2,2,4,2,4,3,4,4,2,2,4,4,4,4,4,3,2,3,2,2,4,2,4,3,2,3,3,4,4,2,2,2,3,3,4,4,3,2,2,5,3,4,2,5,4,5,5,5,4,3,4,3,4,5,5,5,3,2,5,5,1, , , , , , ,1,5,2,3,2,2
12898,2,5,2,4,4,3, , ,-7,1,2,4,2, ,4,1,1,3,1,2,3,5,6,7,3,5,6,2,6,3,2,3,7,5,3,5,4,4,4,6,4,6,6,6,1,6,1,1,1,2,3,4,4,6,3,5,4,3,4,2,3,5,2,3,3,1,1,4,1,1,-9,-9,3,8,90,30,10,100,1,1,3,1,3,1,2,6,4,10,6,4,32,24,2,8,2,4,2,3,3,4,2,3,2,3,3,1,2,4,1,4,4,1,3,2,3,4,2,4,4,1,4,1,1,4,1,4,2,1,4,1,3,4,3,4,1,4,4,4,4,3,2,4,1,3,5,4,5,3,6,5,5,2,4,2,2,2,2,6,6,6,6,6,5,4,6,6, , , , , , ,1,5,4,4,3,2
12902,1,4,2,4,5,3, , ,2,1,2,4,2, ,4,1,1,2,1,1,1,1,5,3,2,2,6,1,6,3,5,5,7,7,7,5,6,1,5,4,5,6,3,3,5,4,3,5,-7,2,3,5,5,6,5,5,3,6,3,3,3,5,2,3,4,2,1,3,1,2,-9,-9,3,30,99,70,20,99,1,2,5,1,3,1,1,6,4,9,6,1,40,32,2,6,2,4,1,1,3,3,4,3,2,2,4,1,1,5,1,4,4,1,4,3,1,5,3,4,4,1,3,1,1,5,1,4,1,1,3,1,1,5,4,4,1,5,5,4,1,2,3,3,1,5,4,5,6,6,6,6,6,1,6,1,5,1,1,7,7,7,7,7,7,5,7,4, , , , , , ,1,2,4,1,3,3
12907,1,3,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,2,1,6,6,1,6,6,1,4,6,5,6,4,1,6,6,6,5,4,4,4,4,4,4,7,7,7,1,7,1,1,-7,4,5,3,5,5,3,6,4,2,5,4,4,6,2,2,4,1,1,3,1,1,2,2,-9,50,90,70,0,99,1,-9,2,2,4,1,2,11,2,-9,3,5,0,0,2,2,3,3,4,2,4,4,3,3,2,4,2,2,3,3,3,4,3,2,3,2,4,4,4,4,3,2,3,3,3,3,3,3,3,2,3,2,3,4,4,3,3,3,2,3,3,4,4,3,3,3,4,4,4,3,5,5,5,4,3,4,3,4,3, , , , , , , , , , , , , , , ,1,5,4,4,3,2
12907,2,3,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,5,5,3,4,6,1,3,6,5,6,3,1,6,7,6,4,4,4,4,4,4,4,6,7,7,1,7,1,1,-7,4,2,5,4,5,2,5,3,2,4,4,5,5,2,3,4,1,1,3,1,1,2,-9,-9,30,90,90,1,99,1,3,2,2,2,1,2,11,2,-9,3,5,0,0,1,2,4,2,3,1,3,4,2,3,1,4,2,1,3,3,2,4,3,3,4,1,4,3,3,4,2,3,4,2,3,3,2,4,4,3,4,2,3,3,4,4,4,2,3,4,2,3,2,3,2,3,4,4,4,4,5,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,4,5,1,4,3,1
12912,1,3,2,3,4,3, , ,2,2,2,4,2, ,3,1,1,2,1,6,7,5,6,4,2,4,5,6,6,5,1,6,7,5,6,4,4,4,4,4,4,6,5,6,1,6,1,1,-7,5,3,6,6,6,2,6,3,4,6,6,2,5,3,1,5,1,1,4,1,3,2,-9,4,20,80,60,10,99,1,1,3,2,3,1,2,7,3,-9,5,4,38,20,1,1,3,1,3,1,4,5,1,3,1,5,2,1,1,4,5,4,4,3,2,1,4,5,5,4,3,2,2,2,3,3,3,4,3,2,2,2,4,3,5,5,4,2,1,4,3,4,5,3,3,3,5,3,6,4,5,6,7,3,3,4,1,1,1,6,7,7,6,5,7,4,7,2, , , , , , ,1,2,1,4,1,1
12912,2,2,2,3,4,3, , ,2,3,2,4,2, ,3,1,1,1,1,2,5,5,5,4,2,2,5,2,6,5,2,6,6,6,6,4,4,4,4,4,4,5,6,5,1,5,2,2,-7,2,2,5,4,4,4,5,4,4,5,4,4,5,3,3,4,1,1,4,1,2,2,-9,3,50,90,75,10,99,1,-9,2,2,3,1,1,7,4,-9,5,4,36,20,1,1,2,4,2,2,4,3,3,3,3,4,1,1,4,3,4,4,3,4,3,1,2,2,4,4,3,3,3,1,2,2,3,3,3,3,3,2,3,3,4,3,3,2,2,3,4,3,4,3,3,2,4,4,5,3,4,4,5,2,5,3,4,4,4, , , , , , , , , , , , , , , ,1,2,5,4,3,2
12912,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,4,4,4,4,4,4,4,4,-9,5,3,5,2,4,4,4,4,4,4,4,4,4,4,2,3,1,1,2,2, ,-9,-9,-9,5,1,2,1,6,2, , ,2, , ,2,2,4,-9,5,1,36,20,2,9,3,4,2,3,2,4,3,3,4,3,2,2,2,3,2,3,3,3,4,2,3,3,2,3,3,3,3,3,2,3,3,4,2,3,4,3,3,4,3,3,3,1,2,3,2,3,3,3,2,3,3,4,3,4,4,4,4,2,5,3,4,3,2, , , , , , , , , , , , , , , , , , , , , 
12913,1,3,2,3,3,2, , ,2,2,2,3,2, ,4,4,1,1,3,1,1,1,7,7,7,1,7,1,7,1,1,7,1,7,1,4,4,4,4,4,4,1,7,7,1,7,1,1,1,7,4,7,7,7,1,7,7,1,7,7,7,4,3,2,4,1,1,4,2, ,1,1,-9,50,100,100,0,50,1,1,3,2,3,1,3,13,3,7,6,4,36,30,2,1,5,1,3,1,5,5,1,5,1,5,4,1,4,5,1,5,4,1,5,1,3,5,2,4,4,1,5,1,4,5,1,4,3,1,5,1,5,3,4,4,1,1,3,5,4,5,2,4,1,5,4,4,7,4,6,6,1,4,4,1,4,1,1, , , , , , , , , , , , , , , ,4,5,1,4,4,4
12917,1,4,2,4,5,3, , ,-7,5,2,4,2, ,4,1,1,4,1,1,1,6,6,4,4,4,4,1,6,5,4,1,6,5,5,5,4,3,5,3,4,6,5,3,1,5,3,3,-9,4,4,3,4,4,3,5,4,3,4,4,4,6,2,2,3,1,1,4,2, ,-9,-9,3,65,25,10,2,85,2, , ,2,3,2,2,9,2,9,7,4,40,12,1,1,2,2,4,2,4,4,2,3,2,4,1,4,3,5,3,2,3,1,2,1,3,2,4,2,4,3,2,4,3,4,2,4,1,3,2,2,3,5,4,2,4,4,4,3,2,2,3,3,2,3,4,5,5,5,5,4,5,3,3,3,3,3,3, , , , , , , , , , , , , , , ,1,3,5,4,1,2
12923,1,4,2,4,5,2, , ,2,1,2,4,2, ,4,1,1,3,1,1,1,5,3,5,2,4,7,1,5,5,1,1,5,6,6,6,6,2,6,6,6,7,1,1,5,4,4,6,4,5,6,1,1,1,6,6,4,2,1,1,3,6,2,1,4,1,1,3,2, ,-9,-9,3,25,80,10,1,99,2, , ,1,3,1,2,7,1,5,3,4,36,20,3,6,4,2,4,1,4,5,2,4,1,4,3,2,4,2,3,4,4,2,4,1,4,4,2,4,2,3,4,2,3,4,3,4,2,2,4,2,1,4,5,4,1,4,4,4,2,4,2,4,2,4,5,5,6,6,7,6,6,2,2,5,5,4,6,6,6,6,7,7,6,2,5,1, , , , , , , , , , , , 
12925,1,3,2,3,2,2, , ,2,3,2,3,2, ,3,1,2, ,2,4,5,3,4,6,1,1,2,3,6,2,1,2,5,3,3,3,2,5,2,6,3,7,5,5,2,5,2,2,-7,2,2,6,5,5,4,4,4,4,4,4,4,6,2,1,2,1,1,2,2, ,-9,-9,3,80,0,0,0,78,1,1,3,2, , ,2,7,3,8,2,4,38,34,2,8,3,1,4,2,3,4,2,4,2,4,4,4,2,4,2,2,4,4,3,2,4,4,4,4,2,2,2,2,4,3,4,2,4,3,4,2,3,4,3,4,2,3,4,2,2,3,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,2,7,2,2,2,4,2,1,3,4,2,3,2,2, , , , , , 
12926,1,2,2,3,3,2, , ,1,2,2,3,2, ,-9,2,1,2,2,2,4,5,5,5,2,4,4,1,6,5,2,3,6,6,4,4,3,4,4,5,4,5,4,3,1,4,3,4,2,5,5,2,5,5,4,4,4,4,4,3,3,4,3,3,3,1,1,2,2, ,2,-9,3,30,30,0,0,40,1,1,5,1,3,-9,2,9,3,-9,5,4,38,25,2,6,3,4,4,3,4,4,3,3,2,3,2,3,2,4,2,4,4,3,4,2,3,3,2,4,2,3,4,3,3,3,2,4,2,2,4,2,2,4,3,4,2,2,3,3,2,4,2,3,1,3,4,4,6,3,4,6,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,4,5,1,1,4,1
12926,2,-9, ,3,4,2, , ,1,2,2,3,2, ,-9,1,1,-9,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,1,1,3,2, ,2,-9,2,50,10,0,0,10,1,1,5,1,3,-9,1,9,2,-9,5,4,36,29,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,4,3,2,3,1,2
12935,1,3,2,4,4,3, , ,1,1,2,4,2, ,3,1,1,3,1,2,5,1,6,6,1,1,6,2,6,6,1,5,6,6,5,4,4,4,3,4,4,5,6,7,1,6,2,2,3,6,5,2,2,2,2,6,5,2,2,2,4,6,2,1,5,3,1,2,1,1,1,-9,-9,70,90,70,20,95,1,3,2,2,3,2,2,13,2,8,7,4,5,5,2,4,3,4,4,2,4,4,2,4,2,5,1,3,2,5,3,4,4,2,3,2,4,4,4,4,3,4,2,3,2,4,2,4,3,4,2,3,2,4,4,4,2,2,2,4,2,4,4,3,3,3,6,4,4,4,6,6,6,2,5,4,4,4,6, , , , , , , , , , , , , , , ,4,4,2,4,2,2
12937,2,4,2,3,3,2, , ,-7,2,2,3,2, ,3,2,1,2,1,5,6,5,5,4,5,4,5,5,6,5,1,6,6,5,5,4,3,4,4,5,4,5,7,7,1,4,1,1,1,3,4,5,4,4,4,4,4,5,5,5,4,7,3,2,4,1,1,4,1,3,-9,-9,4,100,100,0,0,100,1,-9,3,2,3,1,1,9,3,-9,6,4,38,36,2,6,2,3,3,2,5,4,2,4,3,3,2,1,1,5,2,5,5,1,5,3,2,4,3,5,5,3,3,2,3,3,2,4,2,2,4,1,1,4,3,4,1,4,3,4,2,3,3,4,1,3,5,4,5,5,5,5,5,4,4,4,4,4,4,7,7,7,7,6,4,4,7,7, , , , , , ,4,5,1,4,4,4
12940,2,4,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,1,1,1,7,7,1,1,7,1,7,1,1,4,7,7,5,4,3,3,3,3,3,6,1,1,1,1,1,1,-7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,2,4,2,1,3,2, ,2,-9,2,25,100,100,0,100,1,1,3,2,3,1,2,7,4,9,6,4,36,28,2,8,3,3,1,1,1,4,1,3,1,3,4,1,2,4,1,5,3,2,5,1,3,3,3,4,4,3,4,1,2,4,1,4,1,1,5,1,1,5,3,4,1,1,3,4,1,3,1,4,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,7,5,7,7,7,4,4,5,7, , , , , , ,4,5,2,2,1,1
12949,1,4,2,3,3,2, , ,1,3,2,3,1,3,2,3,2, ,2,3,3,6,6,6,4,4,5,2,5,7,1,2,7,4,5,5,4,4,4,5,3,4,6,6,2,6,4,2,1,3,3,3,2,4,6,5,6,2,2,4,4,6,4,3,4,1,1,4,2, ,-9,-9,3,50,70,10,0,80,1,1,3,2,3,1,2,9,4,9,7,4,40,25,2,8,3,2,4,2,4,4,2,4,2,4,1,3,2,3,4,4,3,1,4,2,4,3,2,4,2,1,3,1,2,3,3,4,2,4,2,2,2,4,4,4,2,3,4,3,1,4,3,3,1,2,4,4,4,4,5,5,5,2,6,2,3,3,2,5,7,6,6,6,6,3,7,5, , , , , , ,3,5,3,4,4,2
12958,1,4,2,3,3,1,1,2,1,2,2,3,2, ,3,2,2, ,2,2,2,4,6,4,2,2,4,2,5,2,3,2,5,6,4,5,4,5,4,3,4,5,5,4,3,6,4,3,3,5,5,3,4,4,4,4,5,3,4,3,4,4,5,1,3,2,1,4,1,3,-9,-9,4,30,60,20,10,80,2, , ,3,5,4,3,5,1,8,6,4,36,36,2,1,3,4,2,3,3,3,4,4,3,4,2,3,2,4,2,3,3,2,3,2,4,5,3,3,3,2,4,2,4,4,2,3,4,2,3,3,4,4,3,3,4,4,4,4,4,4,2,3,3,4,4,4,5,6,5,5,5,4,5,3,4,3,3,6,6,6,6,6,6,4,6,6, , , , , , ,1,2,3,2,2,2
12964,1,3,2,3,3,1,1,2,2,1,2,3,2, ,4,-9,2, ,2,1,2,4,5,4,1,1,5,1,5,3,1,1,5,4,2,4,4,2,4,4,4,5,1,7,4,5,3,4,-7,4,2,6,6,5,2,2,3,5,4,5,5,5,5,3,5,3,1,2,2, ,2,-9,3,40,0,0,0,0,1,-9,3,1,3,1,2,8,2,9,3,4,36,25,2,3,4,1,3,2,4,4,1,4,1,4,3,1,3,4,2,4,5,1,4,1,2,4,2,4,5,2,5,3,4,4,2,5,1,1,4,2,1,4,3,3,1,4,3,4,1,4,2,4,1,3,4,3,3,3,5,5,3,4,3,2,4,3,5,4,4,5,5,5,3,4,6,3, , , , , , ,1,2,4,2,2,1
12964,2,3,2,3,3,2, , ,1,2,2,3,2, ,3,2,2, ,3,1,1,6,5,4,1,1,5,1,5,6,1,3,6,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,3,5,5,3,3,3,3,5,6,6,4,5,6,3,3,3,1,2,2, ,-9,-9,-9,30,0,0,0,0,1,1,3,1,3,1,2,8,2,9,3,4,36,25,1,1,2,5,1,3,4,3,5,3,2,3,5,2,3,3,1,4,4,4,4,2,4,3,2,4,2,3,4,2,4,4,3,4,3,2,4,2,4,4,2,3,4,3,4,4,3,3,2,4,3,3,2,3,2,3,5,4,4,4,1,3,4,7,5,6,6,5,5,4,4,4,5,3, , , , , , ,2,4,3,4,3,3
12964,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,4,4,4,4,4,4,4,4,4,4,4,-9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,3,1,4,2, ,-9,-9,-9,50,1,1,50,50,2, , ,2, , ,3,2,4,-9,5,2,40,25,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,2,1,1,3,2,3, , , , , , 
12966,2,3,3,4,4,1,1,3,-7,1,2,4,2, ,3,1,1,2,1,2,4,5,6,6,5,4,6,2,6,5,1,5,6,6,5,4,4,4,4,5,4,5,7,7,1,7,2,2,-7,4,4,4,5,5,5,5,4,2,2,2,3,5,3,2,4,1,1,4,2, ,2,2,3,50,75,50,10,100,1,-9,3,1,3,1,2,7,4,-9,5,4,36,32,2,1,3,3,2,2,4,4,2,3,2,4,3,1,1,4,2,4,4,2,4,3,4,4,2,4,3,2,4,2,3,3,2,4,2,2,4,2,3,4,3,4,3,2,4,4,4,4,2,4,2,3,6,5,6,5,6,6,6,3,3,3,2,2,3, , , , , , , , , , , , , , , ,4,5,1,2,1,2
12969,1,3,2,4,4,3, , ,2,3,2,4,2, ,3,1,1,2,2,3,5,4,5,5,1,3,3,2,5,4,2,3,4,4,3,3,2,4,3,4,1,3,3,5,1,4,1,1,3,3,3,4,4,3,2,1,3,3,2,3,4,5,5,1,4,1,1,4,1,1,2,-9,4,40,45,10,0,48,1,1,3, , , ,3,10,2,-9,4,4,38,0,2,3,3,4,3,4,4,4,2,3,4,4,2,2,4,3,3,4,3,4,4,5,4,3,5,4,2,3,2,4,3,3,3,4,3,4,2,4,2,3,3,4,3,3,2,3,2,4,4,3,3,3,5,4,4,3,4,6,5,4,3,4,2,4,3, , , , , , , , , , , , , , , ,4,5,2,4,3,3
12979,1,3,2,3,4,2, , ,-7,2,2,3,2, ,3,3,2, ,3,1,5,3,1,4,1,1,3,2,4,2,1,3,4,2,3,3,2,6,5,6,2,5,5,7,1,6,5,1,-7,4,2,6,5,5,3,5,3,5,5,6,6,3,2,1,5,3,1,2,1,1,-9,3,3,60,5,3,1,40,1,1,3,1,4,1,1,8,2,7,4,4,38,16,2,1,2,4,4,1,4,5,4,4,2,4,5,4,1,4,2,4,4,1,5,3,4,4,2,4,4,1,2,3,2,4,2,4,1,3,2,3,2,4,4,4,2,2,1,3,2,4,3,4,1,3,2,3,2,2,5,5,5,5,2,5,6,5,3,6,5,7,6,7,2,2,5,2,1,4,4,2,3,3, , , , , , 
12979,2,2,2,3,3,2, , ,-7,2,2,3,2, ,3,4,2, ,4,1,4,3,6,2,1,1,7,1,6,3,1,7,7,4,2,3,1,6,3,6,2,3,7,7,1,7,3,1,-7,2,2,6,3,3,3,5,4,5,5,5,4,2,3,2,5,4,1,2,2, ,-9,-9,4,50,5,0,0,5,1,1,5,2,3,1,2,8,4,-9,6,4,38,20,1,2,3,1,1,1,4,4,2,3,1,2,1,1,2,5,1,5,4,4,5,1,3,5,3,5,4,4,5,1,2,3,1,5,2,1,3,1,3,5,3,4,2,3,3,5,2,3,2,5,1,2,5,4,5,2,6,5,4,3,2,2,4,3,1, , , , , , , , , , , , , , , ,1,1,4,3,3,3
12979,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,4,5,5,3,5,2,6,2,7,2,1,-7,4,4,3,2,3,3,5,3,3,5,5,5,5,2,2,4,4,1,3,2, ,-9,-9,2,50,30,10,5,20,2, , ,2, , ,2,2,4,-9,3,4,10,10,2,1,4,1,3,1,4,5,1,4,1,3,2,1,1,3,3,4,4,4,5,1,4,3,4,5,3,4,3,2,2,4,2,5,1,1,3,2,3,3,4,4,3,2,2,4,2,4,5,4,2,3,5,3,7,2,5,5,4,3,2,2,5,2,2, , , , , , , , , ,1,2,4,3,2,3, , , , , , 
12983,1,3,2,3,3,2, , ,2,1,2,3,2, ,3,2,2, ,3,2,4,3,5,5,3,2,5,3,5,3,2,3,5,4,4,4,4,5,4,5,3,5,3,3,2,4,5,4,4,2,3,4,3,4,3,4,3,4,5,3,6,4,4,1,3,3,1,2,2, ,-9,-9,3,100,70,20,5,90,1,1,3,1,3,1,2,8,4,7,4,4,40,20,2,8,4,1,2,2,5,5,2,4,2,4,3,2,2,4,3,3,4,2,4,2,2,3,3,3,3,3,4,3,2,3,3,3,2,3,3,3,2,4,3,3,3,3,4,4,2,3,2,4,2,3,3,3,4,5,5,5,4,3,3,3,2,4,4,5,5,5,5,5,4,3,6,5, , , , , , ,1,4,4,2,2,2
12983,2,3,2,3,3,2, , ,2,2,2,3,2, ,3,-9,1,1,2,2,5,4,6,6,2,2,6,2,6,4,1,6,6,6,5,4,4,4,4,5,4,4,6,4,5,5,5,5,-7,3,3,6,4,3,3,2,2,5,3,6,5,4,5,1,3,1,1,4,2, ,2,-9,3,30,50,0,0,90,1,1,3,1,3,1,2,8,4,7,4,4,40,20,2,1,4,2,3,2,4,4,2,4,2,4,4,1,3,4,2,4,4,3,4,2,3,3,3,4,4,3,4,2,3,4,2,4,3,3,4,3,4,4,3,4,1,3,3,4,2,4,3,4,1,3,5,2,5,4,6,6,5,3,5,3,2,2,2,7,7,6,6,5,1,4,6,5, , , , , , ,1,5,5,2,3,3
12984,1,4,2,4,5,3, , ,2,2,2,3,2, ,3,1,1,2,1,4,5,5,5,6,5,4,6,4,5,5,5,5,5,5,5,5,4,3,5,4,5,5,6,6,2,6,2,2,1,6,3,4,3,4,3,5,4,3,3,3,3,5,3,2,4,2,1,3,1,3,2,2,3,70,10,10,10,70,1,1,3,1,3,1,2,5,4,9,5,4,40,20,3,8,4,2,3,3,3,4,3,4,3,4,3,2,4,3,2,4,3,3,4,2,4,3,2,4,2,3,4,3,3,3,2,4,4,3,4,3,3,3,3,3,4,2,3,4,3,3,2,3,3,3,5,4,5,3,5,5,5,1,4,3,2,2,2,3,3,6,3,3,6,2,3,4, , , , , , , , , , , , 
12984,2,4,2,5,5,3, , ,-7,1,2,5,2, ,4,1,1,3,1,1,1,7,7,7,2,5,7,1,7,4,2,2,7,7,7,7,3,1,7,7,7,7,7,4,1,6,2,1,-7,7,7,2,1,5,6,7,7,1,2,1,1,7,2,1,5,1,1,4,1,2,-9,2,4,10,90,30,5,100,1,1,3,1,3,1,1,5,3,8,6,1,40,24,4,8,4,4,2,3,5,5,4,2,1,5,1,2,2,5,4,3,4,1,2,1,4,5,5,5,4,1,1,2,3,5,4,5,3,5,1,2,2,5,5,4,1,2,1,5,2,5,5,3,1,5,7,5,7,5,7,7,7,2,7,3,1,1,1,5,7,6,6,7,3,2,7,2,1,4,1,2,3,2, , , , , , 
12991,1,4,2,4,4,3, , ,2,1,2,3,2, ,3,2,1,2,2,5,6,5,5,4,3,3,5,6,5,5,4,5,5,4,5,5,4,5,4,5,4,5,6,5,3,6,4,4,1,5,3,5,5,5,4,5,3,5,5,5,3,3,3,3,2,2,1,3,1,4,-9,-9,3,30,100,90,40,100,1,3,3,2,4,1,2,9,3,8,5,4,40,25,2,6,2,4,2,3,4,4,4,3,4,3,4,2,2,4,2,4,4,2,4,2,3,3,2,4,4,2,4,2,4,3,2,4,2,3,4,2,2,4,2,4,2,3,4,4,2,4,2,4,2,4,3,6,4,4,6,5,6,3,6,2,2,2,2,6,6,6,6,6,5,3,6,5, , , , , , ,3,3,2,2,2,2
