nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,belbezig,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
13496,3,1986,1,5,7,7,6,5,3,4,5,31,3,0,0,1,1
13496,4,1991,2,5,3,2,6,5,3,4,5,31,3,0,0,1,1
13496,5,1959,1,1,5,5,1,5,3,4,5,31,3,1,1,1,1
13497,1,1956,1,1,5,5,1,1,0,4,2,27,1,1,1,0,1
13502,1,1963,1,1,5,5,1,5,3,4,3,22,3,0,1,1,2
13502,2,1963,2,2,3,3,1,5,3,4,3,22,3,1,0,1,2
13502,3,1987,2,5,4,3,1,5,3,4,3,22,3,0,0,1,2
13502,4,1996,2,5,2,8,6,5,3,4,3,22,3,0,0,1,2
13502,5,2002,1,5,8,8,13,5,3,4,3,22,3,0,0,1,2
13507,1,1952,2,1,4,4,1,2,1,3,5,30,4,1,1,0,2
13507,2,1981,1,5,6,4,1,2,1,3,5,30,4,0,0,0,2
13508,1,1969,1,1,7,6,1,4,2,3,5,30,3,0,1,1,1
13508,2,1972,2,2,6,6,1,4,2,3,5,30,3,1,0,1,1
13508,3,2001,1,5,2,8,6,4,2,3,5,30,3,0,0,1,1
13508,4,2004,1,5,8,8,13,4,2,3,5,30,3,0,0,1,1
13509,1,1972,1,1,6,6,1,3,1,2,2,26,3,1,1,1,1
13509,2,1970,2,2,6,6,3,3,1,2,2,26,3,0,0,1,1
13509,3,2004,1,5,8,8,13,3,1,2,2,26,3,0,0,1,1
13511,2,1963,2,1,6,6,1,3,1,3,4,23,3,1,0,1,1
13511,5,1989,2,5,4,2,6,3,1,3,4,23,3,0,0,1,1
13511,6,1967,1,2,3,3,1,3,1,3,4,23,3,0,1,1,1
13514,1,1960,1,1,5,5,1,1,0,5,5,31,1,1,1,0,1
13517,1,1976,1,1,7,4,6,1,0,1,1,28,1,1,1,0,2
13518,1,1968,1,1,4,3,1,5,3,5,3,21,3,1,1,1,1
13518,2,1969,2,2,6,6,1,5,3,5,3,21,3,0,0,1,1
13518,3,2000,2,5,8,8,6,5,3,5,3,21,3,0,0,1,1
13518,4,2003,2,5,8,8,13,5,3,5,3,21,3,0,0,1,1
13518,5,2006,1,5,8,8,13,5,3,5,3,21,3,0,0,1,1
13520,1,1964,1,1,9,6,1,2,0,4,4,25,2,1,1,1,1
13520,2,1967,2,2,4,4,1,2,0,4,4,25,2,0,0,1,1
13521,1,1959,1,2,5,3,11,4,2,3,4,23,3,0,0,1,1
13521,2,1962,2,1,5,3,1,4,2,3,4,23,3,1,1,1,1
13521,3,1991,1,5,4,2,6,4,2,3,4,23,3,0,0,1,1
13521,4,1994,2,5,2,8,6,4,2,3,4,23,3,0,0,1,1
13523,1,1958,2,2,6,6,1,6,4,3,3,21,3,0,0,1,1
13523,2,1953,1,1,6,6,1,6,4,3,3,21,3,1,1,1,1
13523,3,1985,2,5,6,4,6,6,4,3,3,21,3,0,0,1,1
13523,4,1988,1,5,6,4,6,6,4,3,3,21,3,0,0,1,1
13523,5,1991,1,5,4,2,6,6,4,3,3,21,3,0,0,1,1
13523,6,1993,2,5,4,2,6,6,4,3,3,21,3,0,0,1,1
13526,1,1972,1,1,7,7,1,1,0,3,4,24,1,1,1,0,2
13527,1,1958,2,1,7,7,1,3,2,3,5,31,4,1,1,0,1
13527,2,1986,1,5,5,3,6,3,2,3,5,31,4,0,0,0,1
13527,4,1989,2,5,5,3,6,3,2,3,5,31,4,0,0,0,1
13532,1,1957,1,1,7,7,1,4,2,2,1,27,3,1,1,1,1
13532,2,1959,2,2,6,6,1,4,2,2,1,27,3,0,0,1,1
13532,3,1991,2,5,2,2,6,4,2,2,1,27,3,0,0,1,1
13532,4,1994,1,5,2,8,6,4,2,2,1,27,3,0,0,1,1
13534,1,1949,1,1,7,7,1,1,0,2,2,27,1,1,1,0,1
13535,1,1971,2,1,7,7,1,1,0,2,5,31,1,1,1,0,1
13543,1,1962,1,1,7,7,1,4,2,4,5,30,3,0,1,1,1
13543,2,1962,2,2,6,6,7,4,2,4,5,30,3,1,0,1,1
13543,3,1988,2,5,6,4,6,4,2,4,5,30,3,0,0,1,1
13543,4,1990,1,5,4,2,6,4,2,4,5,30,3,0,0,1,1
13547,1,1956,1,1,6,6,1,6,4,4,5,30,3,1,1,1,1
13547,2,1961,2,2,5,5,1,6,4,4,5,30,3,0,0,1,1
13547,3,1989,1,5,4,2,6,6,4,4,5,30,3,0,0,1,1
13547,4,1992,1,5,4,2,6,6,4,4,5,30,3,0,0,1,1
13547,5,1992,2,5,3,2,6,6,4,4,5,30,3,0,0,1,1
13547,6,1998,2,5,2,8,6,6,4,4,5,30,3,0,0,1,1
13552,1,1956,1,1,4,3,1,5,3,4,2,26,3,0,1,1,1
13552,2,1960,2,2,6,6,1,5,3,4,2,26,3,1,0,1,1
13552,3,1982,1,5,6,6,1,5,3,4,2,26,3,0,0,1,1
13552,4,1984,1,5,6,4,6,5,3,4,2,26,3,0,0,1,1
13552,5,1987,1,5,6,4,6,5,3,4,2,26,3,0,0,1,1
13555,1,1965,1,1,5,5,1,4,2,4,4,23,3,1,1,1,1
13555,2,1969,2,2,5,5,7,4,2,4,4,23,3,0,0,1,1
13555,3,1997,1,5,2,8,13,4,2,4,4,23,3,0,0,1,1
13555,4,1999,2,5,2,8,13,4,2,4,4,23,3,0,0,1,1
13557,1,1964,1,1,4,3,1,1,0,2,5,30,1,1,1,0,2
13562,1,1958,1,1,7,7,1,4,2,1,2,28,3,1,1,1,1
13562,2,1966,2,2,5,5,7,4,2,1,2,28,3,0,0,1,1
13562,3,1996,2,5,2,8,6,4,2,1,2,28,3,0,0,1,1
13562,4,1999,2,5,2,8,6,4,2,1,2,28,3,0,0,1,1
13564,1,1954,1,1,5,5,1,2,0,2,1,28,2,1,1,1,2
13564,2,1951,2,2,5,5,7,2,0,2,1,28,2,0,0,1,2
13566,1,1949,2,1,6,4,9,1,0,1,1,27,1,1,1,0,2
13568,1,1956,1,1,7,7,1,2,0,2,5,31,2,1,1,1,1
13568,2,1959,2,2,4,4,1,2,0,2,5,31,2,0,0,1,1
13572,1,1935,2,2,3,3,7,2,0,2,5,30,2,1,0,1,2
13572,2,1935,1,1,6,6,8,2,0,2,5,30,2,0,1,1,2
13576,1,1971,1,1,5,5,1,1,0,4,3,22,1,1,1,0,1
13586,1,1926,1,1,7,7,8,2,0,2,4,25,2,1,1,1,1
13586,2,1933,2,2,5,5,8,2,0,2,4,25,2,0,0,1,1
13594,1,1931,2,1,3,3,8,2,0,1,1,27,2,1,1,1,1
