nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
12874,3,201115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-7, , , , , , , , , , , , ,3,3,1,1,1,1,2,2, ,-9,-9,-9,60,20,7,2,50,2, , ,2, , ,2,2,2,-9,4,4,10,15,1,1,1,4,1,3,2,2,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , ,1,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4
12874,4,201151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2, ,-9,-9,-9,25,10,10,10,10,2, , ,2, , ,2,2,4,-9,4,4,10,10,1,1,2,3,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,3,4,1,4,1,1, , , , , , , , , , , , , , , , , , 
12875,1,201115,1,2,2,2,1,2, ,-7,4,2,3,2, ,-9,1,1,1,1,4,5,4,6,5,4,-7,4,4,6,4,4,3,6,4,4,4,3,4,3,4,3,3,3,4,3,4,3,3,-7, , , , , , , , , , , , ,3,4,1,3,4,1,3,2, ,-9,-9,2,30,6,4,1,40,1,1,5, , , ,3,9,2,-9,4,4,38,20,2,5,3,3,3,3,2,3,2,3,2,2,5,4,4,2,3,4,2,2,4,4,3,2,2, , , , , , , , , , , , , , , ,1,4,2,3,1,2,6,6,3,2,4,3,3,4,4,5,4,3
12882,1,201115,4,2,4,4,1,1,3,2,1,2,4,2, ,3,1,1,3,1,4,5,5,6,7,1,1,6,4,6,4,1,4,7,7,7,5,5,1,5,1,5,5,5,6,1,6,1,1,1, , , , , , , , , , , , ,6,1,3,5,2,1,4,1,2,-9,-9,4,100,75,75,0,75,1,1,3,1,4,1,2,7,4,9,4,4,40,20,3,8,4,3,4,1,4,4,1,4,1,4,6,6,6,7,6,6,6,1,1,1,1,1,1,6,6,6,6,6,1,1,6,6, , , , , , ,1,2,3,2,2,2,5,5,1,1,4,1,4,4,1,1,1,1
12882,2,201115,4,2,4,4,1,1,3,2,1,2,4,2, ,3,1,1,3,1,4,5,5,7,7,1,1,7,4,7,5,1,4,7,7,7,6,6,1,6,1,6,6,1,7,1,7,1,1,1, , , , , , , , , , , , ,7,1,4,5,2,1,4,1,2,-9,-9,4,100,90,75,0,100,1,1,3,1,1,1,2,6,4,9,4,4,40,20,3,8,4,1,3,1,5,4,1,5,1,4,6,6,6,6,6,6,6,1,1,1,1,1,1,6,4,6,6,4,7,1,3,4, , , , , , ,1,2,3,3,2,2,6,6,4,4,4,4,4,4,4,4,4,4
12883,1,201115,3,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,2,1,6,7,6,5,7,1,2,7,4,5,5,1,1,7,2,3,7,6,4,4,5,2,7,6,2,1,5,2,5,3, , , , , , , , , , , , ,7,2,4,3,1,1,4,2, ,-9,-9,4,85,99,85,10,85,1,3,3,2,3,1,1,9,4,8,4,4,40,16,3,6,4,5,4,1,2,2,4,3,1,3,7,6,7,4,7,6,6,2,6,2,1,4,1,7,7,6,7,6,1,3,3,1, , , , , , ,4,1,4,2,3,3,7,5,5,6,6,6,7,7,5,6,2,2
12887,1,201115,3,2,3,4,3, , ,-7,2,2,4,2, ,4,2,1,3,1,-7,-7,3,6,7,6,3,7,-7,7,3,-7,-7,6,7,6,4,3,6,3,6,3,7,5,2,2,4,2,2,3, , , , , , , , , , , , ,2,3,3,3,2,1,4,1,1,-9,3,3,90,70,10,0,100,2, , , , , ,2,6,3,9,6,4,35,30,2,8,3,4,2,1,4,4,4,3,3,2,6,1,5,6,6,6,6,2,4,2,2,2,2,5,4,6,6,5,4,3,5,6, , , , , , ,1,4,4,2,3,2,3,3,5,5,5,5,5,4,4,6,5,5
12889,1,201115,4,2,4,4,3, , ,2,3,2,4,2, ,2,2,1,3,1,2,7,-7,6,6,-7,2,4,3,6,4,-7,5,6,4,-7,4,4,4,4,4,4,5,6,7,1,6,1,1,-7, , , , , , , , , , , , ,5,2,3,2,1,1,4,2, ,2,-9,4,90,80,50,0,100,1,1,3,1,3,1,1,12,2,-9,6,5,10,5,3,9,3,3,2,1,3,4,3,3,2,3,3,4,2,2,6,4,4,4,6,6,1,2,4, , , , , , , , , , , , , , , ,4,5,2,4,4,3,4,4,5,4,5,2,4,2,4,6,4,4
12891,2,201115,3,2,3,3,2, , ,1,2,2,3,2, ,3,1,1,2,1,4,4,6,5,4,4,3,4,4,5,6,2,4,5,5,6,4,3,4,4,5,3,4,5,5,2,5,2,2,2, , , , , , , , , , , , ,6,5,3,3,4,1,4,1,1,-9,2,3,75,70,10,1,100,1,-9,3,1,3,1,1,9,4,-9,5,4,40,20,1,9,3,4,2,3,4,4,3,3,2,3,3,3,3,3,5,4,5,4,5,3,4,4,3, , , , , , , , , , , , , , , ,1,5,2,3,2,2,5,3,3,3,4,3,5,5,4,4,3,3
12912,1,201115,3,2,3,3,1,2, ,2,2,2,2,2, ,3,1,1,1,1,5,6,4,4,3,2,2,5,6,5,5,1,6,6,4,5,4,1,4,3,4,1,5,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,3,1,5,1,1,4,1,3,2,-9,3,50,30,5,0,70,1,1,3,2,3,1,2,8,4,-9,5,4,40,24,1,1,3,1,4,1,4,5,1,3,2,5,6,6,7,6,6,6,7,4,1,1,3,5,1,6,6,6,6,4,6,3,7,1, , , , , , ,1,2,1,4,1,1,5,3,6,6,6,2,6,3,4,6,6,2
12912,2,201115,3,2,3,3,1,2, ,-7,2,2,3,2, ,3,1,1,2,1,3,6,4,5,4,4,2,5,4,6,4,2,6,6,3,5,4,4,4,4,4,4,5,6,5,1,5,2,2,-7, , , , , , , , , , , , ,5,3,1,4,3,1,4,2, ,2,-9,3,50,75,50,10,99,1,1,2,1,3,1,2,8,4,-9,5,4,32,24,1,8,3,4,3,2,2,4,3,4,3,3,4,4,4,3,4,4,5,4,4,4,3,3,3,5,4,4,5,3,2,5,5,2, , , , , , ,1,2,5,4,3,2,2,2,5,4,4,4,5,4,4,5,4,4
12913,1,201115,3,2,3,3,2, , ,2,2,2,3,2, ,3,1,1,1,2,1,1,-7,7,7,-7,3,4,1,7,1,-7,7,7,7,3,3,1,3,3,2,3,1,7,7,1,7,1,1,1, , , , , , , , , , , , ,4,1,1,4,4,1,4,2, ,1,-9,4,100,100,100,0,100,1,1,3,1,3,1,2,13,2,8,6,5,0,0,3,8,5,1,5,1,5,5,1,5,1,5,1,7,7,7,7,7,1,1,4,1,1,1,1, , , , , , , , , , , , , , , ,4,5,1,4,4,4,7,4,7,7,7,1,7,7,1,7,7,7
12917,1,201115,5,2,4,4,3, , ,2,3,2,3,2, ,4,1,1,3,1,-7,-7,4,4,4,-7,3,4,-7,4,4,3,-7,4,4,4,4,3,4,3,3,3,6,4,3,2,4,2,2,2, , , , , , , , , , , , ,5,2,3,4,2,1,4,1,2,-9,-9,4,90,75,25,10,98,2, , ,1,3,2,2,9,2,11,6,4,40,20,2,2,4,1,3,2,3,4,1,3,2,4,5,4,4,4,4,4,4,3,3,3,3,3,3, , , , , , , , , , , , , , , ,1,3,5,4,1,2,4,4,3,4,4,3,5,4,3,4,4,4
12923,1,201115,4,2,4,4,1,1,3,2,2,2,4,2, ,3,1,1,2,1,1,1,7,5,6,2,5,7,1,6,7,1,6,6,6,4,6,6,2,6,6,6,7,4,1,1,4,2,5,5, , , , , , , , , , , , ,6,2,5,5,4,1,3,2, ,-9,-9,4,40,70,2,1,95,2, , ,1,3,1,2,7,3,9,3,4,40,20,3,6,4,2,4,1,4,4,2,4,1,4,6,6,6,3,6,6,5,2,4,2,2,1,1,6,6,4,5,6,2,4,7,5, , , , , , ,1,4,4,3,3,2,5,6,1,1,1,6,6,4,2,1,1,3
12935,1,201117,3,2,4,5,2, , ,2,2,2,4,2, ,4,2,1,3,1,2,6,-7,6,6,6,2,7,2,6,6,-7,5,6,6,6,2,2,4,2,5,2,5,7,7,2,7,2,2,3, , , , , , , , , , , , ,6,2,1,4,3,1,2,1,1,-9,-9,1,50,90,90,40,95,1,3,2,2,4,3,3,13,2,8,6,4,45,25,2,2,2,1,4,1,4,4,3,4,1,4,2,6,6,2,6,6,5,2,2,6,2,4,5, , , , , , , , , , , , , , , ,4,4,2,4,2,2,6,5,2,2,2,2,6,5,2,2,2,4
12937,2,201117,4,2,3,2,2, , ,-7,3,2,3,2, ,3,2,1,2,1,4,5,5,5,4,5,2,6,6,6,5,1,6,6,6,6,4,2,4,4,4,2,4,7,7,1,4,1,1,-7, , , , , , , , , , , , ,5,3,1,3,1,1,4,1,2,-9,-9,4,90,10,0,0,99,1,3,3,2,4,1,2,9,2,-9,6,4,36,30,1,1,3,3,3,3,5,3,2,4,2,3,4,4,5,5,5,5,5,4,4,4,4,4,4,7,7,7,6,6,4,4,7,7, , , , , , ,4,5,1,4,4,4,3,4,5,4,4,4,4,4,5,5,5,4
12949,1,201115,4,2,4,4,2, , ,2,3,2,4,2, ,3,3,1,2,2,4,5,6,6,6,5,5,7,3,6,7,2,3,7,3,7,4,3,3,4,4,5,5,6,7,4,6,4,2,-7, , , , , , , , , , , , ,6,2,3,4,1,1,4,1,1,-9,-9,4,60,50,20,5,80,1,1,3,2,3,1,2,9,4,10,7,4,40,20,2,1,3,3,3,4,4,3,1,4,3,4,4,4,4,4,5,5,5,3,3,5,3,4,4,2,6,6,6,6,6,3,6,5, , , , , , ,3,5,3,4,4,2,3,3,3,2,4,6,5,6,2,2,4,4
12958,1,201115,3,2,3,3,2, , ,1,2,2,3,2, ,3,2,2, ,2,-7,-7,4,5,5,3,2,5,-7,6,-7,4,-7,5,5,4,5,4,5,4,4,3,4,5,5,3,5,4,2,3, , , , , , , , , , , , ,3,6,2,3,2,1,4,2, ,-9,-9,4,90,90,50,30,100,2, , , , , ,2,5,3,9,6,4,40,36,2,1,3,4,2,2,4,3,2,4,2,3,4,3,5,5,5,4,4,3,4,2,3,2,2,6,6,6,6,6,5,2,6,5, , , , , , ,1,2,3,2,2,2,5,5,3,4,4,4,4,5,3,4,3,4
12964,1,201115,4,2,2,3,2, , ,1,3,2,4,2, ,3,2,2, ,2,1,3,7,6,7,1,1,6,1,6,7,1,1,6,5,6,5,4,5,5,4,4,3,5,7,1,6,3,2,-7, , , , , , , , , , , , ,6,6,3,5,3,1,4,2, ,2,-9,4,100,0,0,0,0,1,1,3,1,3,1,1,9,4,10,4,4,40,20,2,3,4,1,4,1,3,4,2,5,1,4,4,4,4,4,5,5,5,5,1,2,4,7,7,5,5,5,5,4,4,4,5,2, , , , , , ,1,2,4,2,2,1,4,2,6,6,5,2,2,3,5,4,5,5
12964,2,201115,3,-9,2,3,2, , ,1,3,2,3,2, ,3,2,2, ,2,1,5,7,7,2,1,1,6,1,6,6,1,1,6,4,5,4,4,4,3,4,3,3,4,7,1,7,5,2,4, , , , , , , , , , , , ,3,6,2,2,3,1,4,2, ,-9,-9,1,100,0,0,0,0,1,1,3,1,3,1,2,9,4,-9,5,4,40,20,1,1,2,4,2,2,3,3,4,3,2,3,1,1,2,2,3,5,5,4,2,2,4,7,7,7,7,5,6,4,4,5,7,3, , , , , , ,2,4,3,4,3,3,4,3,5,5,3,3,3,3,5,6,6,4
12966,2,201117,3,2,4,4,3, , ,-7,1,2,4,2, ,3,1,1,2,1,2,4,4,6,6,4,3,6,2,6,4,2,4,6,6,5,4,4,3,4,5,3,6,7,7,1,6,1,1,-7, , , , , , , , , , , , ,6,2,3,4,1,1,4,2, ,2,1,3,90,75,75,0,75,1,1,3,2,3,1,2,7,4,8,5,4,38,24,2,1,3,4,4,2,4,4,2,4,2,4,5,4,5,5,6,6,6,3,3,3,3,5,5, , , , , , , , , , , , , , , ,4,5,1,2,1,2,4,4,4,5,5,5,5,4,2,2,2,3
12968,2,201150,4,2,3,4,2, , ,2,2,2,3,2, ,3,1,1,1,1,1,3,6,6,6,1,1,6,1,6,6,1,3,6,4,6,1,1,1,1,4,1,5,7,7,1,6,1,1,1, , , , , , , , , , , , ,5,4,3,4,1,1,3,1,1,2,1,4,50,50,50,10,75,1,1,3,1,3,1,2,7,4,-9,6,4,36,24,2,6,4,1,1,1,4,4,1,4,1,4,4,1,3,5,6,6,5,2,3,1,4,1,3,7,7,7,7,7,1,3,7,6, , , , , , ,4,5,3,2,1,1,4,5,3,2,4,2,6,3,2,4,3,4
12968,3,201151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,-9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2, ,2, ,2,-9,-9,50,50,50,50,50,2, , ,2, , ,2,2,4,-9,4,4,0,0,1,9,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,4,5,4,2,1,2, , , , , , , , , , , , , , , , , , 
12969,1,201115,2,2,3,4,2, , ,1,3,2,4,2, ,3,1,1,2,2,4,5,-7,6,4,-7,4,4,3,6,4,1,3,6,6,4,2,3,4,3,4,2,2,6,7,1,7,1,1,-7, , , , , , , , , , , , ,4,5,1,4,1,1,4,2, ,2,-9,4,95,0,15,0,10,1,1,3, , , ,-9,11,2,-9,3,5,0,0,2,8,3,4,1,1,3,3,3,3,3,3,5,5,6,4,4,4,4,3,2,3,2,4,4, , , , , , , , , , , , , , , ,4,5,2,4,3,3,3,3,4,4,3,2,1,3,3,2,3,4
12979,2,201141,3,2,3,3,2, , ,-7,1,2,3,2, ,3,3,2, ,3,2,4,3,3,1,1,1,6,1,3,3,1,6,7,3,3,4,2,3,2,4,2,3,7,7,2,7,3,2,-7, , , , , , , , , , , , ,2,3,2,5,4,1,3,2, ,-9,1,4,50,5,1,0,5,1,1,3,2,3,1,2,8,4,9,6,4,40,20,2,1,2,4,1,1,5,4,2,3,1,3,5,3,4,2,6,6,4,4,3,2,4,2,1, , , , , , , , , , , , , , , ,1,1,4,3,3,3,2,2,6,3,3,3,5,4,5,5,5,4
12979,4,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,4,4,4,4,-9,1,1,1,1,1,1,7,7,1,1,1,1,7,3,2,3,1,1,2,2, ,2,-9,2,0,10,1,0,30,2, , ,1, , ,1,2,1,1,6,5,12,12,3,4,4,5,1,1,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,1,5,3,3,2,3, , , , , , , , , , , , , , , , , , 
12983,1,201115,3,2,3,2,1,2, ,2,2,2,3,2, ,3,2,2, ,3,2,5,5,6,5,4,3,4,4,5,5,2,4,5,5,4,4,4,3,4,4,3,5,4,2,2,4,5,5,4, , , , , , , , , , , , ,5,3,2,3,2,1,3,1,1,2,-9,3,98,90,50,0,75,1,1,3,1,3,1,2,7,4,7,4,4,38,20,2,6,4,1,3,2,5,5,2,4,2,4,4,4,4,3,5,5,4,3,5,3,4,3,2,6,6,6,5,5,4,3,5,5, , , , , , ,1,4,4,2,2,2,2,3,4,3,4,3,4,3,4,5,3,6
12983,2,201115,3,2,3,3,1,2, ,2,2,2,3,2, ,4,2,1,1,2,2,5,5,7,6,3,3,7,2,7,4,-7,-7,6,6,6,4,4,4,4,5,4,5,4,4,4,5,5,4,-7, , , , , , , , , , , , ,3,6,1,4,1,1,4,1,1,2,-9,3,60,50,20,0,50,1,1,3,1,3,1,2,8,4,8,4,4,40,20,2,1,4,2,3,2,4,4,2,4,2,4,3,3,5,3,5,5,5,3,5,4,2,2,4,6,6,5,6,4,1,4,6,4, , , , , , ,1,5,5,2,3,3,3,3,6,4,3,3,2,2,5,3,6,5
12992,1,201115,2,2,4,4,3, , ,1,2,2,3,2, ,2,2,1,2,2,-7,-7,6,5,5,1,4,6,-7,6,7,2,-7,5,6,6,4,3,3,3,4,5,4,6,4,1,5,4,4,4, , , , , , , , , , , , ,6,2,3,3,1,1,4,2, ,-9,-9,4,95,30,0,0,40,2, , , , , ,2,9,4,-9,7,4,32,32,2,3,4,4,3,1,5,5,4,4,2,3,3,4,5,5,5,6,5,2,4,4,4,2,3,6,6,6,6,6,1,5,3,2, , , , , , ,1,2,3,3,2,3,6,6,2,2,4,6,5,5,2,1,6,2
13010,1,201115,4,2,5,5,3, , ,-7,2,2,4,2, ,2,1,1,2,3,6,6,6,6,5,2,5,6,4,6,6,1,6,6,6,5,5,4,4,4,3,4,6,6,5,4,5,3,3,1, , , , , , , , , , , , ,5,1,2,5,2,1,4,2, ,-9,-9,4,30,100,80,0,100,1,3,3,2,3,1,4,11,2,-9,4,1,40,24,3,8,3,4,3,3,4,5,3,2,2,3,5,3,5,4,5,5,5,5,4,4,3,3,2, , , , , , , , , , , , , , , ,4,5,1,3,4,1,6,5,2,2,4,3,6,4,3,4,4,5
13010,2,201117,3,2,4,5,3, , ,-7,2,2,2,1,4,2,1,1,3,2,3,5,4,6,6,4,5,5,3,6,6,-7,4,7,6,6,4,4,5,3,5,3,6,5,4,2,4,2,4,1, , , , , , , , , , , , ,5,2,1,3,2,1,4,2, ,2,-9,3,80,5,60,0,90,1,3,3,2,3,1,2,12,4,10,5,1,50,40,2,6,3,3,1,2,4,3,2,3,3,4,5,4,5,6,6,5,5,4,6,3,6,5,6, , , , , , , , , , , , , , , ,2,2,3,3,2,1,3,3,5,5,5,4,5,3,3,5,5,4
13013,1,201115,3,2,3,3,1,2, ,2,3,2,3,2, ,3,2,2, ,2,1,6,6,7,4,4,5,5,3,7,6,5,6,7,5,5,5,5,4,5,4,4,5,5,4,3,5,3,4,3, , , , , , , , , , , , ,4,4,3,2,1,1,4,1,1,-9,1,4,90,70,40,25,90,1,1,3,1,5,7,2,7,3,7,6,4,40,20,2,8,2,4,2,2,5,5,4,4,2,3,3,5,3,3,5,6,4,2,3,3,2,2,1,3,3,4,4,6,2,4,4,2, , , , , , ,2,2,2,2,2,3,5,4,4,3,5,4,6,5,3,3,3,3
13016,1,201115,1,2,2,4,2, , ,-7,5,2,3,2, ,1,2,1,1,2,-7,1,-7,7,7,-7,-7,4,1,7,4,-7,7,7,7,4,1,1,6,2,4,1,1,7,7,1,6,1,1,-7, , , , , , , , , , , , ,6,5,1,3,2,1,4,2, ,1,-9,-9,70,0,0,0,0,1,1,5, , , ,2,12,1,-9,3,5,0,5,1,1,3,4,3,1,3,3,3,3,2,3,4,4,3,2,4,4,4,4,5,4,3,2,1, , , , , , , , , , , , , , , ,4,5,1,4,3,1,2,2,4,3,4,3,4,4,4,3,3,2
13027,1,201115,4,2,3,3,1,1,3,1,2,2,3,2, ,3,3,2, ,2,3,5,6,5,6,2,3,5,3,5,6,1,3,6,6,5,4,3,5,3,5,3,2,5,5,4,5,2,2,2, , , , , , , , , , , , ,3,2,4,4,2,1,4,2, ,-9,-9,4,100,100,30,0,100,1,2,3,2,4,1,2,9,2,10,6,4,32,32,2,3,2,4,3,3,4,3,4,3,3,3,4,2,2,2,5,5,5,3,6,5,2,3,2,6,6,4,6,5,4,4,6,5, , , , , , ,4,5,2,3,3,2,6,5,2,3,4,3,5,5,2,4,3,3
13027,2,201115,4,2,3,3,1,1,3,2,3,2,3,2, ,3,3,2, ,3,5,6,6,6,4,2,2,6,3,6,5,1,4,5,6,5,4,3,5,3,4,3,3,4,6,4,4,3,2,2, , , , , , , , , , , , ,3,5,3,1,2,1,4,2, ,2,-9,2,100,100,0,0,100,1,-9,3,2,1,1,2,9,2,10,6,4,32,32,1,9,4,4,2,3,3,4,5,4,2,3,3,3,4,5,3,5,5,5,3,5,4,3,5,7,7,7,7,7,6,3,6,6, , , , , , ,3,3,5,2,2,2,4,2,5,6,4,2,4,3,5,5,5,5
13027,4,201115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,5,2,2,1, , , , , , , , , , , , ,3,5,5,1,1,1,4,2, ,-9,-9,3,80,0,0,0,60,2, , ,2, , ,2,2,4,-9,6,5,10,10,2,1,4,4,3,2,3,4,2,4,3,4,5,3,3,2,5,6,5,5,2,5,4,4,5, , , , , , , , , , , , , , , ,1,3,4,4,3,4,5,5,4,4,5,4,4,4,5,5,6,5
13034,1,201115,2,2,4,5,3, , ,-7,2,2,5,2, ,4,4,1,2,2,-7,-7,5,5,7,5,6,7,-7,6,6,4,-7,6,6,5,6,6,3,5,5,5,7,5,4,5,6,5,4,1, , , , , , , , , , , , ,6,1,3,3,1,1,3,1,1,2,-9,3,100,100,50,0,50,2, , , , , ,2,8,4,7,3,4,38,24,3,8,4,3,4,5,3,4,3,4,5,4,6,5,6,7,6,5,5,6,5,6,4,5,6,5,6,6,6,5,4,5,6,7, , , , , , ,4,5,1,4,4,3,3,4,4,2,4,4,3,2,4,5,4,3
13037,1,201117,3,2,5,5,3, , ,-7,1,2,5,2, ,2,1,1,2,1,3,3,7,7,7,-7,6,7,4,7,6,-7,5,7,7,7,4,1,4,4,2,4,6,6,7,1,7,1,2,-7, , , , , , , , , , , , ,6,2,4,5,2,1,3,2, ,2,-9,3,85,0,50,0,100,1,1,3,1,3,1,1,11,2,-9,3,5,0,0,3,9,4,2,3,2,5,4,1,3,1,4,5,1,4,4,6,5,5,3,6,2,4,4,2, , , , , , , , , , , , , , , ,1,2,1,4,4,3,6,5,2,2,4,4,7,6,2,1,2,1
13048,1,201115,4,2,4,4,2, , ,-7,2,2,4,2, ,2,2,1,3,2,6,7,6,6,6,-7,5,7,6,6,6,-7,6,7,6,6,4,4,4,4,4,4,4,6,7,1,6,1,1,2, , , , , , , , , , , , ,6,2,2,2,1,1,3,2, ,-9,-9,4,70,90,50,0,90,1,2,3,1,3,1,1,10,2,10,6,4,40,20,3,2,3,2,3,1,4,4,3,4,1,4,4,4,4,4,5,4,4,4,5,4,3,4,4,5,6,5,5,5,2,4,6,5, , , , , , ,3,3,2,3,3,2,2,2,6,6,6,2,4,3,5,5,5,5
13048,2,201115,4,2,4,4,3, , ,-7,1,2,4,2, ,2,1,1,3,1,7,7,7,7,7,4,7,7,7,7,7,-7,7,7,7,7,4,4,4,4,4,4,6,7,7,1,7,1,1,2, , , , , , , , , , , , ,6,2,5,3,1,1,4,1,1,-9,-9,4,100,100,100,10,100,1,2,3,1,3,1,1,9,4,9,5,4,40,20,3,8,5,1,5,1,5,5,1,5,1,5,4,4,4,5,6,7,6,3,5,2,2,2,2,1,1,7,7,5,7,2,1,1, , , , , , ,4,3,2,4,3,1,4,4,4,4,4,4,4,4,3,4,5,4
13057,1,201115,4,2,4,2,1,2, ,2,1,2,3,2, ,2,1,2, ,-9,1,1,7,7,6,6,6,6,1,6,6,5,4,7,7,7,4,4,4,4,4,4,4,6,3,6,6,3,4,2, , , , , , , , , , , , ,4,2,4,2,1,1,4,1,2,-9,-9,4,90,90,80,40,100,1,2,3,1,3,1,2,11,2,-9,6,5,5,0,2,8,3,4,2,3,3,5,3,4,2,3,3,4,4,2,4,4,4,2,3,3,3,3,3, , , , , , , , , , , , , , , ,4,5,1,2,1,1,2,3,3,4,5,3,6,4,2,3,4,4
13059,2,201115,4,2,4,4,2, , ,2,1,2,3,2, ,2,2,1,3,3,-7,-7,5,5,5,3,4,5,-7,6,4,-7,-7,6,5,5,5,5,3,5,4,4,4,7,7,1,7,1,1,-7, , , , , , , , , , , , ,5,4,3,3,1,1,3,2, ,-9,-9,3,80,80,40,5,100,2, , ,1,3,2,1,10,1,8,6,4,32,32,2,2,3,2,2,3,4,4,2,2,2,3,4,4,4,5,6,5,5,3,3,5,4,3,2, , , , , , , , , , , , , , , ,4,5,1,4,3,3,1,1,6,4,4,2,4,1,5,2,6,6
13061,2,201115,3,2,3,4,2, , ,1,2,2,3,2, ,4,1,1,2,1,1,4,5,4,7,6,1,5,1,6,6,2,3,7,4,5,2,2,5,2,4,2,2,6,6,1,6,2,1,1, , , , , , , , , , , , ,7,2,4,4,1,1,3,1,1,2,-9,3,90,50,50,0,100,1,1,5,1,3,1,2,6,4,-9,4,4,40,15,3,3,3,3,1,1,3,4,2,4,1,4,5,4,5,2,6,6,5,3,5,2,1,1,3,1,1,6,4,5,6,1,1,1, , , , , , ,1,3,3,3,3,2,3,3,3,2,2,4,3,3,1,1,2,4
13068,1,201115,1,1,3,3,2, , ,-7,4,2,3,2, ,2,3,2, ,3,2,2,3,4,4,1,1,3,3,3,3,2,4,4,3,3,4,3,4,4,4,3,4,2,7,1,3,1,1,-7, , , , , , , , , , , , ,5,2,2,5,1,1,3,2, ,-9,-9,-9,90,50,0,0,50,1,1,3, , , ,3,8,4,4,4,4,40,36,2,5,3,3,3,1,4,4,3,2,2,3,4,3,4,4,6,4,6,4,5,4,4,4,6, , , , , , , , , , , , , , , ,2,1,2,2,4,4,4,3,4,3,3,3,1,2,2,3,2,2
13072,1,201115,2,-9,3,3,2, , ,1,5,2,2,2, ,1,3,2, ,3,-7,4,4,4,4,4,-7,4,3,5,5,-7,5,7,5,4,3,2,4,3,3,3,4,1,7,1,7,1,1,-7, , , , , , , , , , , , ,4,4,1,4,1,1,2,1,1,-9,2,2,50,0,0,0,0,1,1,5,3,4,2,3,7,2,7,5,4,32,26,2,8,3,3,3,2,4,3,3,4,3,3,1,1,2,1,3,2,3,2,7,3,4,4,5, , , , , , , , , , , , , , , ,2,2,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4
13072,2,201115,2,-9,3,3,2, , ,-7,5,2,1,2, ,1,-9,2, ,-9,1,1,3,3,3,-7,-7,5,1,3,4,-7,4,4,4,4,2,2,3,3,3,3,3,1,7,1,1,1,3,-7, , , , , , , , , , , , ,3,2,1,2,1,1,1,2, ,-9,1,1,50,1,0,0,0,1,1,5,3,1,3,3,11,2,-9,5,4,36,24,1,1,2,2,2,3,3,4,3,2,3,3,1,1,1,1,3,3,2,7,1,1,1,3,4, , , , , , , , , , , , , , , ,4,4,4,2,3,4,3,3,3,2,2,2,3,4,4,3,3,3
